Var1,Freq
環境分析,2
環境分析化學,2
環境教育,2
環境統計,2
癌症生物學,2
臨床化學,2
薄膜技術,2
離子體物理,2
離散型動態系統,2
藥物合成,2
藥物設計,2
藥物傳輸,2
觸媒,2
邏輯,2
邏輯與數理思維,2
3D電腦動畫電影與後製剪接特效及音樂音效製作,1
3D與實景合成,1
Bench-top納米材料,1
Boltzmann Equation,1
cluster代數及代數和幾何中的組合問題,1
CP破壞,1
CR Geometry and Geometry Analysis,1
Differential Equations,1
DNA-gold複合,1
DNA序列相關統計分析及非線性力學系統研究,1
DNA的彈性力學模型,1
formulation design,1
Green analytical chemistry,1
HPLC,1
HPM,1
ICP-MS,1
Java程式語言,1
Kinetic理論,1
LCD及觸控面板設計,1
Levy白噪音分析,1
Linux系統,1
MRI溫度量測,1
Nonlinear Fourier分析,1
Painleve方程,1
PLC應用,1
quantum groups,1
RFID資訊系統,1
Scientific Computing,1
skin delivery,1
X-ray 量子光學,1
X-ray操作,1
X光吸收光譜,1
X光吸收光譜學,1
X光散射物理與材料結構鑑定,1
X光雷射,1
X光繞射晶體結構分析,1
X光繞射應用,1
γ光譜學研究,1
一般及癌症疼痛照護,1
一般兒科疾病,1
二次規劃,1
二階橢圓及拋物線微分方程問題,1
二維材料及其異質結構,1
二維材料電子元件製作及測量,1
力學,1
三維影像重組,1
土木,1
土木材料,1
土壤肥力,1
大地構造,1
大氣氣膠,1
大氣遙測學,1
大域分析,1
大強子對撞新物理,1
大強子對撞機的現象學,1
大數據分析,1
小分子化合物之生物活性評估,1
小分子即時或快速分析方法開發,1
小兒神經疾患,1
小波分析Wavelet,1
干涉法,1
不動產法律,1
不連續有限元素法,1
不等變異數,1
不對稱反應開發與天然物合成,1
不對稱有機催化,1
不對稱有機催化反應,1
不對稱催化,1
不對稱碳-碳與雜環環化反應,1
不變量理論,1
中子和X光散射,1
中草藥,1
中草藥化學,1
中草藥篩檢平臺,1
中高能物理,1
中等教育實習課程,1
中藥重金屬分析,1
介金屬及半導體材料熱電性質,1
內科學,1
分子生物,1
分子生物技術,1
分子生物數學,1
分子光譜及表面與膠體化學,1
分子光譜學,1
分子束磊晶法,1
分子馬達,1
分子動力學電腦模擬,1
分子構型3D列印,1
分子模擬,1
分子檢測,1
分子醫學,1
分生物學,1
分析化學方法發展,1
分析化學電化學,1
分析方法,1
分析拓樸,1
分析儀器設計,1
分散式系統,1
分數型規畫,1
分數微積分,1
分離方法開發,1
分離純化,1
勻相催化,1
化工技術,1
化合物半導體材料與元件,1
化妝品分析,1
化妝品配方化學,1
化妝品開發,1
化妝品製造,1
化妝品檢驗學,1
化學反應動力學理論,1
化學物理學及其應用,1
化學動態學,1
化學教材之開發及改進,1
化學教育實驗,1
化學微感測器,1
化學感測器,1
化學資訊,1
化學預防,1
化學儀器分析,1
及治療骨質疏鬆藥物之設計及合成,1
反特徵值問題,1
反應擴散方程,1
天文化學,1
天文科學教育,1
天文儀器,1
天文觀測,1
天然物化,1
天然物全合成,1
天然物合成設計,1
天然物純化與鑑定及抗氧化活性,1
天然物開發,1
天然藥物,1
天然藥物化學,1
天體力學,1
太空物理,1
太空物理學,1
太陽能電池染料,1
孔洞材料,1
尤重探討形態及行為在生存適應上的物理機制,1
尤專注於與分類相關之研究,1
心理計量學,1
毛細管電泳技術,1
水土保持,1
水利工程,1
水熱合成,1
水環境化學分析,1
主客化學,1
主要包括Ｂ物理,1
代數組合,1
代數幾何李群與李代數,1
以分析方法處理複幾何和代數幾何問題,1
以化學方法研究生物體內蛋白質錯誤摺疊的過程,1
以原子力顯微鏡研究奈米材料與生物樣品的力學性質,1
以微生物為載體,1
凸性分析,1
功效性天然化妝品開發,1
功能性奈米顆粒分析與應用,1
功能性高分子的設計與合成,1
功能性醣質化學,1
包括二次規劃,1
半單純李群上的調和分析,1
半導體元件及製程整合,1
半導體元件製程及測量,1
半導體光電,1
半導體光電化學,1
半導體光學,1
半導體光學性質,1
半導體材料,1
半導體材料分析,1
半導體奈米元件與奈米技術,1
半導體物理及元件,1
半導體乾膜光阻配方設計,1
半導體理論,1
半導體量子點,1
半導體微影製程,1
半導體雷射物理,1
半導體電磁效應,1
半導體製程技術,1
半導體製程實驗,1
半導體薄膜分析,1
古生物學,1
可靠度改善,1
可積分系統,1
外科手術,1
巨量資料,1
巨量資料分析,1
市場調查,1
布朗馬達,1
平行/分散式運算,1
平行計算物理,1
平行運算,1
平面顯示器技術,1
正負電子對滅,1
永續化學,1
瓜,1
生化工程,1
生化相關分子之陰離子及陽離子的化學反應,1
生化感測器,1
生化與生醫分析,1
生化儀器分析化學,1
生化質譜分析,1
生命科學概念學習,1
生物 機,1
生物分子修飾,1
生物分子修飾鍵結,1
生物分析,1
生物及有機質譜分析,1
生物及材料分析,1
生物可分解聚合物設計合成,1
生物—生物化學,1
生物光譜技術,1
生物地球化學,1
生物多樣性,1
生物有機化學與其應用,1
生物物化,1
生物物理實驗,1
生物高分子化學,1
生物統計學,1
生物晶片平台之建構,1
生物結構,1
生物傳感器設計,1
生物電子轉移,1
生物圖案,1
生物圖像數據統計分析,1
生物磁場應用,1
生物膜結構,1
生物質譜法及蛋白質體學,1
生物學,1
生物檢測,1
生物檢測技術,1
生物轉換,1
生物醫學統計,1
生物醫學資訊,1
生物醫學質譜分析,1
生活科學,1
生理活性物平台,1
生產排程,1
生痕化石學,1
生態統計,1
生態學,1
生質利用,1
生質材料,1
生醫分析,1
生醫奈米,1
生醫核磁共振,1
生醫數學模型,1
白矮星周邊塵盤,1
白噪音分析,1
交換群,1
交換網路,1
兆赫波光學,1
光子化學,1
光子物理,1
光子晶體元件設計與模擬,1
光分解動態學,1
光散射,1
光解動力學,1
光資訊處理,1
光鉗應用,1
光電,1
光電工程,1
光電元件,1
光電化學分析,1
光電半導體材料及元件物理,1
光電技術,1
光電材料物理,1
光電科技,1
光電高分子,1
光電高分子材料,1
光電量測,1
光電薄膜,1
光學物理,1
光學高分子,1
光學設計及實驗,1
光學實驗,1
光學顯微技術,1
光學鑷子,1
光檢測,1
光譜技術,1
光譜動力學,1
光譜與光化學,1
光譜與影像之生醫應用,1
光譜儀器分析,1
光觸媒,1
光觸媒分子晶體,1
光觸媒反應,1
光纖光學,1
光纖雷射,1
全球資訊網,1
全球環境變遷,1
全像光柵,1
再生能源,1
合成化學,1
合成方法,1
合成方法學開發,1
合成與生物活性之評估,1
合作博弈論,1
合作對局論,1
同位素水文地質化學,1
同步加速器光源在化學研究之應用,1
同步輻射光譜,1
同步輻射軟X射線物理化學,1
同調輻射,1
地球化學,1
地球及行星內部物質,1
地球物理,1
地球物理探勘,1
地球流體力學,1
地球科學教育,1
地層學,1
地質學,1
多重比較,1
多重決策理論,1
多重網格法,1
多組態微擾理論,1
多媒體系統,1
多媒體軟體應用,1
多媒體程式設計,1
多媒體資料分析,1
多媒體應用與開發,1
多項式方程,1
多層神經網絡,1
多複變分析,1
多複變函數論,1
多體物理理論,1
多體理論,1
存貨理論,1
宇宙與天文,1
宇宙學及粒子物理,1
宇宙學與重力理論,1
宇宙學與廣義相對論及大尺度結構等理論研究,1
有限元素分析,1
有限單元法,1
有限幾何,1
有限群表現理論,1
有限體理論,1
有機不對稱催化合成,1
有機化合物結構解析,1
有機化學及化學生物學,1
有機化學及生物化學,1
有機化學及有機材料化學,1
有機化學反應,1
有機化學合成,1
有機及有機金屬化學,1
有機及材料化學,1
有機反應,1
有機天然物合成化學,1
有機太陽能電池,1
有機半導體材料與光電元件物理,1
有機半導體與鈣鈦礦材料相關元件與各種基礎物理現象,1
有機光電半導體元件與物理,1
有機合成化學,1
有機合成及生物有機化學新藥研發,1
有機合成天然物合成,1
有機合成以及重要的天然物之全合成,1
有機合成專長,1
有機多環烴,1
有機和高分子材料化學,1
有機矽化學,1
有機金屬合成,1
有機金屬合成及抗癌藥物合成,1
有機金屬催化,1
有機金屬電激發光分子,1
有機金屬與無機化學,1
有機金屬錯合物催化有機反應,1
有機高分子化學,1
有機動力學,1
有機晶體工程,1
有機-無機奈米混成,1
有機發光材料,1
有機農業驗證與管理,1
有機電致發光二極體,1
有機藥物化學,1
自由基聚合,1
自由機率,1
自由邊界問題,1
自動控制,1
自然語言處理,1
行政,1
行星科學,1
行為科學,1
行動網路與計算,1
串聯技術應用,1
估計論,1
低秩逼近,1
低溫物理實驗,1
低溫量子電子傳輸,1
低溫間質隔離光譜法,1
低溫凝態物理,1
低維材料,1
低維度奈米光電材料製備與分析,1
作業系統,1
冷原子,1
判別分析,1
利用同步輻射相關能譜學研究新穎材料的電子與原子結構,1
利用微流體製備新形態的生物醫學影像奈米粒子,1
均曲率流,1
序列分析,1
批判思考教學,1
批判理論,1
投資學,1
抗菌,1
抗癌藥物設計,1
李代數及其表示,1
李群,1
李群表現,1
材料工程,1
材料合成,1
材料表面介面光電分析,1
材料與表面科學,1
材料模擬,1
材料應力學,1
步進式時間解析紅外光譜法,1
決策支援系統,1
沉積學,1
系務行政,1
系統可靠度,1
系統生物,1
系統生物與生物資訊,1
系統評估,1
系統整合規劃分析,1
肝臟學,1
貝氏方法,1
貝氏決策理論,1
貝氏統計推論,1
辛拓樸,1
辛幾何和觸幾何,1
里曼曲面,1
防災教育能源教育,1
亞硝基金屬錯合物,1
兒童數學概念發展,1
兒童癲癇,1
具抗癌活性之有機及無機藥物的合成,1
函數資料分析,1
固態半導體,1
固態光學,1
固態多體物理理論,1
固態物理複雜性氧化物系統,1
固態核磁共振實驗,1
固態無機化學,1
固態實驗,1
固態燃料電池,1
奈米元件物理及應用,1
奈米化妝品應用,1
奈米及表面物理,1
奈米孔洞材料,1
奈米孔洞材料之合成與應用,1
奈米生技,1
奈米生物技術,1
奈米生物科技,1
奈米生醫,1
奈米生醫分析,1
奈米生醫光電,1
奈米生醫材料,1
奈米生醫材料及有機合成,1
奈米生醫應用,1
奈米生醫檢測,1
奈米光子學,1
奈米光電半導體元件,1
奈米光學,1
奈米光觸媒光催化降解染料,1
奈米合成,1
奈米低介材料與銅導線製程,1
奈米材料分析,1
奈米材料化學,1
奈米材料合成,1
奈米材料合成化學,1
奈米材料合成與分析,1
奈米材料合成與應用,1
奈米材料科技,1
奈米材料與元件,1
奈米材料製造,1
奈米材料-導電高分子,1
奈米物性分析與奈米加工,1
奈米科技教育,1
奈米探針技術,1
奈米粒子,1
奈米粒子合成與應用,1
奈米詞學實驗,1
奈米催化,1
奈米電子,1
奈米電子元件,1
奈米電子元件製作與電性量測,1
奈米電子學,1
奈米電漿子學,1
奈米團簇,1
奈米碳管製程應用,1
奈米磁性,1
奈米磁性材料,1
奈米磁學,1
奈米與表面科學,1
奈米製程技術與元件物理,1
奈米製程與分析,1
奈米熱傳學,1
奈米複材,1
奈米鑄型磁膜元件,1
奈米顯微技術,1
孤立子理論,1
定點理論,1
抽樣理論,1
抽樣調查,1
拉曼光譜,1
拉曼光譜研究,1
拓樸絕,1
拓樸絕緣體之能帶與邊緣態計算,1
拔靴法,1
放射化學,1
放射線技術學,1
放射醫學診斷,1
放射藥物學,1
昆蟲,1
昆蟲生態,1
昆蟲性費洛蒙的合成,1
昆蟲費洛蒙合成與製劑配方,1
昆蟲學,1
東亞數學社會史,1
果實蠅綜合防治,1
泌尿腫瘤,1
泛涵分析,1
波動理論,1
物化,1
物性分析,1
物理化學專論,1
物理化學與光譜分析,1
物理—生物物理,1
物理光學,1
物理有機,1
物理有機化?,1
物理奈米尺度電子傳輸理論計算,1
物理科教材教法,1
物理創意實驗與評量,1
物理無機化學,1
物理與化學,1
物理學史,1
物聯網技術與應用,1
物聯網設計創新,1
知識工程,1
社會環境教育,1
表面分析,1
表面物?,1
表面物理及化學,1
表面物理科學,1
表面催化學,1
表面電漿子及量子生物學,1
表面電漿應用,1
表面聲波元件,1
表現論,1
金融數學,1
金屬有機化學與功能金屬奈米材料在生物檢測,1
金屬材料,1
金屬材料製程,1
金屬奈米分子合成,1
金屬氧化物氣凝膠,1
金屬蛋白質體,1
金屬催化,1
長期追蹤資料分析,1
非平衡統計,1
非平衡場論,1
非平衡量子場論,1
非平衡態物理,1
非平衡態相變與臨界現象之統計力學,1
非均相催化反應,1
非破壞檢驗,1
非結晶X光繞射顯微術,1
非傳統超導體,1
非線性力學,1
非線性光學影像術,1
非線性光學頻率轉換,1
非線性泛函分析,1
非線性波方程,1
非線性電漿,1
保健化學,1
保險行銷,1
保險實務,1
保險學,1
品管圖辨認系統,1
型態形成,1
恆星形成及反饋,1
恆星與行星的形成,1
恒星及太陽物理,1
星際介質及拱星介質,1
染料敏化太陽能電池,1
染敏太陽電池,1
柯西問題,1
柯西黎曼幾何,1
毒物,1
毒理學,1
氟化學,1
洛倫茲幾何,1
活性天然物藥物開發,1
活性成分分離與鑑定,1
活性篩選,1
流動注入式偵測法應用之儀器分析,1
流控設計,1
流體方程,1
流體相平衡與流體熱物性的量測與計算,1
玻璃,1
界面問題,1
界面與表面科學,1
相位復原及其相關問題,1
相對論性量子力學,1
相變化材料,1
研究推廣的李對稱理論在微分方程的應用,1
研發感測系統以及生物能源之應用,1
科技法學素養,1
科技研發管理,1
科算計算,1
科學史哲,1
科學史與科學哲學,1
科學玩具製作與研究,1
科學計算與生物資訊,1
科學師資培育,1
科學素養研究,1
科學探究,1
科學教育中情意領域之學習,1
科學教育心理學,1
科學教育研究法,1
科學教育評量,1
科學創造力,1
科學概念,1
科學概念發展,1
科學遊戲,1
科學與平行計算,1
科學課程設計,1
科學課程與教學,1
紅外光譜學,1
耐火材料,1
衍生性商品定價,1
計量金融,1
計量組合學,1
計量與統計方法通論,1
計算分子生物學,1
計算化學/生物,1
計算化學在有無機化學的應用,1
計算化學與化學反應位能曲面特徵研究,1
計算天文物理,1
計算生物物理,1
計算材料,1
計算材料科學,1
計算奈米力學,1
計算物理與化學,1
計算流體力學與熱傳學,1
計算流體及生物力學,1
計算與應用數學,1
計算機系統及通訊系統,1
計算機圖學,1
計算機網路,1
計數組合學,1
重力宇宙論,1
重力場,1
重力場理論,1
重力與宇宙論,1
重症照護,1
風險管理,1
風險管理及訊息傳達,1
食品工程,1
食品加工與衛生安全,1
食品生物科技,1
食品檢驗,1
食品檢驗分析,1
原子力顯微術,1
原子分子光學物理,1
原子光學,1
原子核理論與粒子物理,1
原子核構造,1
原分子光譜學,1
原分子物理,1
原料藥合成,1
埃秒雷射,1
害蟲綜合管理,1
振動光譜學,1
振動理論,1
時空資料分析,1
時間序列分析,1
時間數列分析,1
核子與粒子物理,1
核磁光譜和影像,1
核磁共振光譜,1
核磁共振光譜學,1
核酸化學,1
核酸催化,1
核酸藥物開發,1
氣候,1
氣象,1
氣象動力學,1
氣膠於奈米生醫材料,1
氣膠科學,1
海洋化學及地球化學,1
海洋化學及地球科學—分析化學,1
海洋化學生態,1
海洋天然物化學,1
海洋生物研究,1
海洋學,1
特用化學品,1
特長基線干涉術,1
特徵值反問題,1
病毒檢測,1
真空設備技術與製程應用,1
矩陣計算及應用,1
矩陣理論及計算,1
矩陣運算,1
破裂力學,1
神經化學,1
神經科學,1
胸腔內科,1
能源材料,1
能源科學,1
能源教育,1
能源發展,1
能源電池,1
衰變分析,1
財務時間序列,1
財務管理,1
財務數量方法,1
財產保險商品,1
逆向工程,1
逆問題,1
逆熱傳導,1
配位化合物的合成及配位化合物磁性之研究,1
高分子生物材料設計,1
高分子有機發光二極體,1
高分子材料化學,1
高分子材料的合成與鑑定,1
高分子奈米材料,1
高分子奈米複合材料,1
高分子奈米顆粒,1
高分子定性與分析,1
高分子晶體結構,1
高分子摻合,1
高分子熱分析,1
高分子凝態結構與相變,1
高效能計算,1
高效能液相層析材料,1
高效能液相層析儀串聯質譜分析,1
高效液相層析技術,1
高能天文物理,1
高能物理理論,1
高能物理實驗之數據分析及實驗硬體建置,1
高能理論,1
高能理論物理,1
高能理論與現象學,1
高能雷射,1
高能雷射技術,1
高能實驗物理,1
高能聚焦超音波,1
高等固態物理,1
高等物化,1
高等計算及電腦模擬,1
高等電動力學,1
高等線性代數,1
高等機率論,1
高階計算方法,1
高溫超導實驗,1
高溫超導體及半導體之遠紅外線光譜特性研究及應用,1
高維代數簇分類,1
高維度資料分析,1
高維雙有理幾何,1
高機能奈米材料,1
高頻電子學,1
偏微分方程式之數值方法與分析,1
偏微分方程專題,1
偏微分方程與數值計算,1
偏微分方程數值計算,1
偏微分方程數值解,1
健康種苗,1
動力學及分析化學,1
動物行為學,1
動態幾何,1
區域分割法,1
區間計算,1
商用數學,1
商業證照實務訓練,1
國小師資培育,1
國小教育實習,1
國小數學教材概念發展,1
國小數學教學,1
基本粒子物理,1
基本粒子物理學,1
基本粒子現象,1
基本粒子與弦理論,1
基本粒子與場論,1
基本對稱性的破缺,1
基因工程生物技術,1
基因治療,1
基因統計,1
基因轉殖,1
基因轉錄調控及生物訊息傳遞研究,1
宿主與病原菌交互作用,1
密?函?估計,1
密度函數估計,1
密度泛函理論,1
專家系統,1
專題討論,1
常壓質譜游離與質譜分析,1
張量理論及計算,1
強作用物理量子色動力學,1
強相關連物理,1
強相關電子系統,1
強場原子分子物理,1
強場雷射電漿物理,1
掃針顯微術,1
掃描探針顯微術,1
掃瞄探針式顯微鏡,1
掃瞄探針顯微術,1
控制,1
推動光譜,1
教育科技在科學教育上的應用,1
教師思考與決策,1
教學分析,1
液流電池研究,1
液相層析質譜分析,1
液晶光電元件,1
液晶光學與光子學,1
液晶合成,1
液晶材料研究,1
液晶高分子合成與應用,1
液態物理,1
液態層析質譜分析,1
液體物理理論,1
深度學習,1
混沌,1
理財規劃,1
理論化學計算,1
理論及計算化學,1
理論天文物理,1
理論天文粒子物理,1
理論生物物理,1
理論物理化學及計算化學,1
理論原子分子物理,1
理論原子核物理,1
理論核物理,1
理論軟凝態物理,1
理論凝態物理,1
理論凝態物理計算,1
符號計算,1
符號計算及其應用,1
第一原理方法開發等理論計算化學研究,1
粒子物理現象學,1
粒子物理場論,1
粒子場論,1
粒子濾波方法,1
細胞分子生物學 蛋白藥開發,1
細胞生物學,1
細胞自動,1
細胞運動學,1
細胞與分子生物,1
細胞與分子生物學,1
細胞學,1
組合,1
組合分析,1
組合式標靶新藥研發,1
組合最佳化,1
組合學與圖論,1
組織工程與再生,1
統計在環境議題之應用,1
統計物理及非平衡現象,1
統計物理場論,1
統計品管,1
統計相變,1
統計區間估計,1
統計理論,1
統計軟體編寫與應用,1
統計軟體應用,1
統計電腦模擬,1
統計與統計分析,1
統計與機器學習,1
統計熱力學,1
蛋白?體的組成與作用,1
蛋白質,1
蛋白質分離純化,1
蛋白質化學,1
蛋白質活性探討與結構解析,1
蛋白質氧化後的分解機制,1
蛋白質結晶學,1
蛋白質結構,1
蛋白質結構與功能之探討,1
蛋白質與生物膜交互作用,1
蛋白質輸送,1
規範場論,1
軟生物物理,1
軟物質及物理化學,1
軟物質物理,1
軟體工程,1
透明導電薄膜物理,1
連接網路,1
頂點算子代數,1
麥哲倫雲,1
傅氏光學,1
創新微奈米藥物釋放載體,1
創新實驗教材,1
勞工安全衛生管理,1
單一高分子鏈的自組裝行為,1
單一微粒子與單分子量測與操控,1
單分子方法,1
單分子光譜,1
單分子磁鐵,1
單分子導電,1
單分子螢光能量轉移光譜,1
單晶X光繞射晶體結構學,1
單變數複分析,1
場與粒子一般理論,1
場與粒子之一般理論,1
場論與弦論,1
場論與粒子物理,1
媒體電腦應用,1
幾何方程,1
幾何表現論,1
幾何流,1
幾何測度法,1
幾何測度論,1
普通地質學,1
普通物理,1
普通物理學,1
普通數學,1
晶格場論,1
晶體成長,1
晶體結構解析,1
智慧財產權,1
最佳化決策分析,1
最佳控制,1
最佳控制系統,1
最佳控制理論,1
最優化分解,1
最優化理論與應用,1
植物型態學,1
植物病理,1
植物細胞微生物培養,1
植病病毒,1
氮化鎵相關半導體光學特性,1
測量誤差模型,1
測驗統計,1
測驗與評量,1
無母數推論,1
無母數統計,1
無母數統計方法,1
無窮維李超代數的表示理論及其對量子群和幾何的關係,1
無線通訊,1
無機化,1
無機化學及X光結晶學,1
無機化學及材料化學,1
無機化學催化,1
無機生物化學,1
無機合成,1
無機材料,1
無機材料合成,1
無機材料與主族化學,1
無機固態,1
無機固態合成,1
無機配位化學,1
無機與半導體奈米及人工光合作用材料之設計合成與應用,1
無機螢光體材料化學,1
無機薄膜,1
發光量子點與奈米螢光體,1
發育生物學,1
發展遲緩,1
程式語言,1
等候理論,1
結構力學,1
結構化學,1
結構化學與應用材料研究,1
結構方程模式,1
結構生物,1
結構生物學,1
結構動力學,1
結構最佳化設計,1
菌類學,1
著色問題,1
虛擬實境技術,1
視窗程式設計,1
超分子固態化學,1
超快化學,1
超快反應動力學,1
超快光學與光電子學,1
超快光學與強場物理,1
超快雷射及雷射光譜,1
超弦理論,1
超弦論與散射幅度,1
超高真空表面科學,1
超高真空鍍膜及分析技術,1
超高壓脈衝技術,1
超解析與極限環境光譜實驗,1
超對稱規範理論,1
