Var1,Freq
多目標決策分析,6
多媒體製作,6
行動學習,6
果雕,6
物流與供應鏈管理,6
社會企業,6
空間設計,6
品質工程與管理,6
急診醫學,6
流通業管理,6
科技教育,6
科技與創新管理,6
英文會話,6
計量分析,6
計算機圖學,6
食品分析,6
食品科技,6
食品添加物,6
俱樂部經營與管理,6
旅行業管理,6
旅遊管理,6
消費行為,6
烘焙實務,6
烘焙學,6
病人安全,6
病歷管理,6
航空客運與票務,6
財務規劃,6
商業禮儀,6
國際物流管理,6
基因演算法,6
專業英文,6
專題製作,6
探索教育,6
推薦系統,6
組織發展,6
組織變革,6
統計方法,6
船藝學,6
軟體應用,6
勞工立法,6
最佳化,6
最佳化方法,6
最佳化理論,6
策略,6
虛擬實境,6
新產品開發,6
資訊科技管理,6
資訊倫理,6
資訊庫,6
運動社會學,6
運動訓練學,6
運動傷害防護,6
運動賽會管理,6
零售業管理,6
演化式計算,6
管理決策,6
管理決策分析,6
網頁程式設計,6
網頁製作,6
網路分析,6
網路程式設計,6
領導管理,6
線性代數,6
蔬果切雕,6
導遊,6
導遊領隊,6
膳食設計,6
餐旅,6
餐旅成本控制,6
餐旅服務品質管理,6
餐旅教育,6
餐旅概論,6
餐飲行銷管理,6
餐飲採購,6
餐飲衛生,6
餐飲衛生安全,6
餐廳規劃與設計,6
環境規劃,6
總體經濟學,6
點心製作,6
醫務管理學,6
攝影,6
觀光餐旅,6
觀光餐旅概論,6
CRM,5
人生哲學,5
人事管理,5
人資,5
人際關係與溝通技巧,5
人機介面設計,5
人機系統,5
工業統計,5
不動產行銷,5
中式米食,5
中餐烹飪實習,5
公共行政,5
公共政策,5
文書處理,5
日文教學,5
日式料理,5
主題樂園經營管理,5
永續觀光,5
生物力學,5
生物統計學,5
生態學,5
企業智慧,5
企業談判,5
休閒活動企劃,5
休閒產業經營管理,5
休閒運動指導,5
冰雕,5
地方小吃,5
多媒體網頁設計,5
多準則決策分析,5
成人教育,5
成本分析,5
行為科學,5
行程規劃,5
行銷管理學,5
西餐烹飪實習,5
西餐廚藝,5
決策支援,5
系統工程,5
系統思考,5
系統動力學,5
車流理論,5
使用者經驗,5
供應鍊管理,5
兩性關係,5
咖啡調製,5
服務作業管理,5
服務業,5
服務業品質管理,5
法律與生活,5
物件導向程式設計,5
物流供應鏈管理,5
非營利組織管理,5
品管,5
英語,5
英語會話,5
計概,5
計算機應用,5
食品工程,5
食品微生物,5
哲學,5
時間序列分析,5
海上保險,5
海商法,5
消費者心理,5
消費者行為研究,5
航空服務,5
航空訂位,5
航空訂位系統,5
航海,5
訓練及發展,5
健康服務領域,5
商務談判,5
商業英文,5
商業應用軟體,5
商學相關,5
國貿實務,5
採購管理,5
教育,5
組合最佳化,5
組織行為及理論,5
組織理論與行為,5
統計應用,5
蛋糕,5
軟性計算,5
通識英文,5
連鎖經營管理,5
都市更新,5
勞動法,5
媒體行銷,5
嵌入式系統,5
復健醫學,5
智慧財產權,5
棒壘球,5
森林遊樂,5
無線通訊,5
硬網,5
飲料與調酒,5
飲務管理,5
微生物,5
解說教育,5
資料庫程式設計,5
資料庫應用,5
資料資源管理,5
資訊系統規劃,5
資訊應用,5
遊程規劃與設計,5
遊憩資源規劃,5
遊憩資源管理,5
遊戲設計,5
運動行銷學,5
運動訓練,5
運動傳播,5
運動營養學,5
運動醫學,5
電子化政府,5
電子病歷,5
電腦在教育上之應用,5
電腦科學,5
電腦輔助設計,5
電腦應用,5
圖論,5
網路消費者行為,5
領隊導遊,5
領導,5
影像資料庫,5
影像壓縮,5
模糊理論與應用,5
整合行銷,5
辦公室自動化,5
隨機過程,5
餐旅管理概論,5
餐飲服務技術,5
餐飲服務管理,5
餐飲資訊系統,5
餐飲衛生與安全,5
應用文,5
應用統計學,5
營建管理,5
職涯規劃,5
醫院組織與管理,5
醫學工程,5
醫學影像處理,5
藝術概論,5
競爭策略,5
體育行政,5
體育教學,5
體重控制,5
觀光人力資源管理,5
觀光地理學,5
觀光行銷學,5
觀光產業,5
觀光規劃,5
觀光資源,5
觀光實務,5
Data Mining,4
Java程式設計,4
Marketing,4
RFID應用,4
人力資源規劃,4
人力資源發展與管理,4
人工智慧與專家系統,4
人工智慧應用,4
口碑行銷,4
土地使用管制,4
土地稅,4
土地經濟,4
工程數學,4
不動產投資,4
不動產經營管理,4
中,4
中國哲學,4
中國現代史,4
公共經濟學,4
六標準差管理,4
分子生物學,4
戶外遊憩,4
手球,4
文學欣賞,4
日語會話,4
比較文學,4
主題樂園管理,4
可靠度,4
台灣小吃,4
台灣史,4
市場分析,4
市場行銷,4
市場研究,4
民宿經營,4
生物,4
生物科技,4
生理學,4
生產力管理,4
生產規劃與排程,4
生產管制,4
生醫資訊,4
企業分析與診斷,4
企業行銷,4
企業流程再造,4
企業流程管理,4
企業訓練,4
企業評價,4
休閒行為,4
休閒行銷管理,4
休閒美學,4
休閒遊憩規劃,4
危機處理,4
多變量統計,4
安全衛生管理,4
有氧運動,4
自然語言處理,4
色彩學,4
行動計算,4
行動運算,4
行動電子商務,4
行銷通路,4
行銷通路管理,4
行銷傳播,4
行銷與流通管理,4
西點製作,4
技術移轉,4
技術預測,4
技職教育,4
投資與理財,4
系統分析設計,4
系統開發,4
兩岸經貿,4
房務實務,4
房務管理與實務,4
服務業行銷與管理,4
服務業經營管理,4
物業管理,4
直排輪,4
社區健康營造,4
社會心理學,4
社會網絡,4
社會網絡分析,4
空間資訊,4
花式調酒,4
金融科技,4
長期照護管理,4
門市營運管理,4
非營利事業管理,4
非營利組織,4
品牌經營,4
室內設計,4
建築設計,4
政策及行政,4
研究法,4
科技行銷,4
科技創新,4
科技創新管理,4
英文閱讀,4
計量方法,4
計算機結構,4
軍訓,4
重症醫學,4
食品化學,4
食品安全,4
食品安全與衛生,4
食品烘焙,4
食品衛生,4
食品營養學,4
宴會與會議管理,4
家庭醫學,4
旅行社經營與管理,4
旅行業概論,4
旅遊安全,4
旅遊行程規劃,4
旅館,4
旅館管理實務,4
時間序列,4
桌邊服務,4
海事法規,4
消費者保護法,4
烘培食品,4
烘焙食品製作,4
航運經營管理,4
訊號處理,4
訓練與發展,4
財政學,4
財務數學,4
健康產業管理,4
商用日語,4
國際企管,4
國際財管,4
基礎日語,4
採購,4
教育心理學,4
產業行銷,4
組織文化,4
組織與人力資源管理,4
統計套裝軟體,4
船舶管理,4
蛋糕製作,4
貨物作業,4
都市規劃,4
創意行銷,4
創新服務,4
創新創業管理,4
創新與創業,4
勞工運動與勞資關係,4
景觀設計,4
智慧財產權法,4
智慧財產權管理,4
智慧資本,4
稅務,4
程式語言與編譯系統,4
童軍教育,4
菜單規劃與設計,4
飲務吧台與管理,4
飲調,4
會展產業,4
經濟理論,4
經營策略,4
群體智慧,4
葡萄酒,4
解剖生理學,4
解剖學,4
解說導覽,4
資本市場,4
資料庫相關技術,4
資料庫設計與管理,4
資料壓縮,4
資訊工程—計算機網路,4
資訊系統開發,4
資訊系統整合,4
資訊科技應用,4
資訊科學,4
資訊軟體應用,4
資訊概論,4
資訊融入教學,4
資源管理,4
跨文化管理,4
運動生理,4
運動教育,4
運動裁判法,4
運動傷害與防護,4
運輸系統分析,4
電子商務行銷,4
電腦,4
電腦圖學,4
電機工程,4
圖書資訊學,4
團隊效能,4
實用英文,4
管理概論,4
管理資訊系統—一般,4
綠色行銷,4
綠色供應鏈管理,4
網路多媒體,4
網路技術,4
網路服務,4
網路教學,4
網路規劃與管理,4
網路最佳化,4
網路概論,4
領隊實務,4
餅乾製作,4
廣告,4
數位多媒體,4
數位信號處理,4
數位落差,4
潛水,4
衛生行政,4
衝突管理,4
課程與教學,4
質性研究方法,4
適應體育,4
銷售管理,4
導遊實務,4
機械製造,4
餐旅人力資源,4
餐旅採購,4
餐旅會計,4
餐飲人力資源,4
餐飲人力資源管理,4
餐飲管理實務,4
應用英文,4
營運管理,4
營養,4
績效評估與管理,4
臨床醫學,4
賽局理論,4
職涯發展,4
職場英文,4
職業安全與衛生,4
醫學,4
醫療財務管理,4
醫療管理,4
攀岩,4
藝術管理,4
證券分析,4
鐵板燒製作,4
體育史,4
體適能指導,4
體驗教育,4
觀光日文,4
觀光服務品質管理,4
觀光消費者行為,4
觀光概論,4
觀光學導論,4
3D動畫,3
3D動畫設計,3
SCM,3
Unix系統,3
人事管理—組織發展,3
口語表達,3
土地開發,3
大地工程,3
工程材料,3
工程管理,3
工業工程管理,3
工業安全,3
工業自動化,3
工業設計,3
不動產市場分析,3
不動產金融,3
不動產經紀法規,3
不動產經濟,3
不動產證券化,3
中小企業管理實務,3
中式烹調,3
中式麵食加工,3
中西餐,3
中國思想史,3
中餐烹調製作,3
互動設計,3
內科學,3
內部控制,3
公司法,3
公共行政—人力資源管理,3
公共關係與危機處理,3
六標準差,3
分析,3
化學,3
太極拳,3
戶外遊憩管理,3
手機程式設計,3
文化史,3
文化行銷,3
文化研究,3
文化創意,3
文學與電影,3
日本經濟,3
日本語教育,3
木球,3
比較政治,3
水土保持,3
水域休閒活動,3
水域遊憩,3
世界遺產,3
古典文學,3
台灣料理,3
外科學,3
巧固球,3
市場微結構,3
平行計算,3
幼兒律動,3
正向心理學,3
民主與法治,3
民法概要,3
永續發展,3
生活科技,3
生涯發展,3
生產/作業排程,3
生產系統設計,3
生產規劃,3
生態工程,3
企業併購,3
企業個案研討,3
企業經營策略,3
企業資訊系統,3
企業資訊規劃,3
企業資源規劃(ERP),3
企業資源規劃系統,3
企業與政府,3
企業績效管理,3
企劃行銷,3
休閒行為研究,3
休閒事業經營與管理,3
休閒服務管理,3
休閒政策,3
休閒活動規劃,3
休閒活動規劃與設計,3
休閒研究,3
休閒健康管理,3
休閒產業經營與管理,3
休閒設施規劃,3
休閒設施管理,3
休閒場館經營與管理,3
全球運籌,3
地球科學,3
多媒體安全,3
灰色理論,3
羽球教學,3
自由車,3
自動化,3
自然資源保育,3
行為經濟學,3
行銷流通,3
行銷業務,3
行銷管理實務,3
西式烘焙,3
西式烹調,3
西式點心製作,3
西班牙文,3
西點烘培,3
伺服器管理,3
低碳旅遊,3
住宅政策,3
投資,3
投資理財,3
決策模式,3
系統性創新,3
系統動態學,3
系統設計,3
系統模擬分析,3
防身術,3
供應鏈與運籌管理,3
初級會計學,3
咖啡,3
咖啡調製實務,3
定期航運經營管理,3
服務行銷管理,3
服務設計,3
服務業行銷管理,3
法文,3
法式料理,3
法律概論,3
法學,3
物流分析,3
物流及供應鏈管理,3
知識管理系統,3
社會工作,3
社會保險,3
社會福利,3
社群網路,3
空氣動力學,3
空間分析,3
金融法,3
金融管理,3
門市經營管理,3
非營利事業行銷,3
保健食品,3
保健營養,3
品牌策略,3
城鄉規劃,3
急救,3
柔道,3
活動規劃與設計,3
流通業概論,3
流程管理,3
研發管理,3
科技政策,3
科技預測,3
美術,3
美學,3
英文文法,3
英文檢定,3
英文聽講,3
英美文學,3
英語聽講,3
軌道運輸,3
音樂,3
風景區經營管理,3
風險分析,3
飛盤,3
食材成本控制,3
食品安全衛生,3
食品衛生與安全管理,3
個案分析,3
個案研討,3
倫理學,3
套裝軟體,3
家族企業,3
射箭,3
旅行文學,3
旅遊文化,3
旅遊行銷,3
旅遊行銷與公關,3
旅遊英語,3
旅館客務管理,3
旅館英語,3
書法,3
桌球教學,3
海外直接投資,3
海事法,3
海洋工程,3
海洋運輸,3
海洋觀光,3
烘培,3
烘焙麵包,3
疾病分類,3
病歷資訊管理,3
秘書實務,3
租稅申報實務,3
租稅規劃,3
航空服務管理,3
航空客運票務,3
航空票務與訂位,3
航運風險管理,3
茶藝,3
財務經濟學,3
財富管理,3
迴歸分析,3
酒吧管理,3
高速網路,3
高等教育管理,3
高階主管資訊系統,3
高爾夫理論與實務,3
健保資料分析,3
健康行為科學,3
健康促進與管理,3
健康照護體系,3
健康體適能理論與實務,3
動態規劃,3
商用日文,3
商事法等法律議題,3
商套,3
商套軟體,3
商務企劃,3
商業文書處理,3
商業教育,3
國家公園管理,3
國際企業行銷,3
排程,3
排程理論,3
教育心理,3
教育行政,3
教育學,3
球類運動,3
產品設計,3
產業與競爭分析,3
異國料理製作,3
組織創新,3
組織發展與變革,3
組織領導學,3
組織變革與發展,3
統計分析與應用,3
統計品管,3
統計軟體應用,3
船舶操縱,3
船藝,3
設計,3
設計思考,3
軟計算,3
軟體品質管理,3
軟體測試,3
通路策略與管理,3
陸上休閒活動,3
創造力,3
創意調酒,3
創新創業,3
創業,3
創業與創新管理,3
創業輔導,3
勞工關係,3
勞動法令,3
勞動法規,3
勞動經濟學,3
勞動與社會人口經濟學,3
勞資關係之理論,3
博弈管理,3
就業服務,3
普通心理學,3
景觀規劃,3
景觀規劃設計,3
智慧型計算,3
測量學,3
游泳教學,3
無線感測網路,3
登山,3
稅務會計,3
策略資訊系統,3
華語教學,3
視覺傳達設計,3
跆拳道,3
量化研究,3
雲端服務,3
飯店經營與管理,3
飲品調製,3
飲料管理與實務,3
飲料與調酒實務,3
傳播學,3
微型創業管理,3
感染管制,3
新產品開發管理,3
新產品開發與管理,3
新聞,3
會展產業概論,3
會展規劃與管理,3
會議規劃與管理,3
會議管理,3
會議與展覽管理,3
溝通技巧,3
溫泉遊憩經營與管理,3
節慶文化,3
節慶活動規劃,3
節慶活動管理,3
葡萄酒品評,3
資料挖掘,3
資料挖礦,3
資料庫行銷,3
資料庫管理設計,3
資料結構與演算法,3
資訊系統應用,3
資訊科技,3
資訊檢索與探勘,3
農民組織,3
遊程規劃設計,3
遊程設計,3
遊憩行為,3
遊憩管理,3
運動行銷與管理,3
運動技術分析,3
運動指導法,3
運動消費者行為,3
運動訓練法,3
運動設施經營管理,3
運動場館經營管理,3
運動場館經營與管理,3
運動經濟學,3
運動與全人福祉,3
運輸事業管理,3
運輸政策,3
運輸資訊,3
運輸需求,3
運輸需求分析,3
電子化企業管理,3
電子商務技術,3
電子電路,3
電腦多媒體,3
電腦概論,3
電腦網路管理,3
電腦輔助繪圖,3
電腦應用軟體,3
預防醫學,3
團體動能,3
團體膳食管理,3
演算法與計算理論,3
演算法與資料結構,3
管家服務,3
管理會計學,3
管理經濟學,3
管理實務,3
綠色供應鏈,3
綠色能源,3
網路可靠度,3
網路行為,3
網路社群,3
網路規劃管理,3
網路創業,3
網際網路技術,3
臺灣史,3
製造系統,3
製造策略,3
認知心理學,3
遙感探測,3
遠距教學,3
銀行實務,3
銀髮族休閒,3
領隊,3
領隊英文,3
儀器分析,3
廚務管理,3
廣告行銷,3
廣告實務,3
影像檢索,3
德文,3
數值計算,3
數據分析,3
模糊決策分析,3
模糊數學,3
線上消費者行為,3
衛生政策分析,3
調酒實務,3
整合行銷傳播,3
橄欖球,3
機率統計,3
機率論,3
機器視覺,3
歷史,3
膳食療養學,3
諮商輔導,3
餐服技術,3
餐旅日語,3
餐旅服務技能,3
餐旅服務品質,3
餐旅服務實務,3
餐旅服務管理,3
餐旅法規,3
餐旅英文與會話,3
餐旅採購與成本控制,3
餐旅資訊,3
餐旅衛生與安全,3
餐旅館管理,3
餐飲日文,3
餐飲服務技能,3
餐飲法規,3
餐飲美學,3
餐飲英語,3
餐飲食品衛生與安全,3
餐飲採購與成本控制,3
餐飲概論,3
餐飲禮儀,3
餐廳設計與規劃,3
餐廳管理,3
應用英語,3
營建法規,3
營養保健,3
環境與職業衛生,3
環境影響評估,3
賽會管理,3
擴增實境,3
翻譯,3
職場健康促進,3
職業安全衛生管理,3
職業衛生,3
醫事法律,3
醫學資訊管理,3
醫療成本分析,3
醫療行銷,3
醫療法規,3
醫療政策,3
醫療政策與管理,3
醫療機構管理,3
藝術麵包,3
證券市場,3
證照輔導,3
關稅實務,3
麵包蛋糕,3
攝影測量,3
顧客滿意,3
顧客管理,3
變革管理,3
體適能活動,3
體適能與運動處方,3
體操,3
體驗行銷,3
觀光工廠,3
觀光休閒事業管理,3
觀光休閒管理,3
觀光地理資訊系統,3
觀光行政,3
觀光事業管理,3
觀光發展,3
觀光經濟,3
觀光資源規劃與管理,3
觀光遊憩資源,3
觀光餐旅英文,3
3D動畫製作,2
AR/VR,2
ASP.Net,2
Business Administration,2
C++程式設計,2
e-Commerce,2
Flash動畫設計,2
GIS,2
HACCP,2
HRM,2
Java,2
Linux作業系統,2
Management,2
MIS,2
Python,2
RFID 應用,2
TESOL,2
TOEIC,2
UNIX,2
UNIX作業系統,2
Web,2
乙,2
人力資源管理與組織行為,2
人工智慧最佳化應用,2
人工智慧演算法,2
人文藝術,2
人身保險,2
人事甄選與評估,2
人際溝通技巧,2
人際關係溝通,2
人體肌肉動力學,2
人體解剖學,2
口語訓練,2
土地及建築物估價,2
土地法規,2
土地政策與地方發展,2
土地經濟學,2
大地測量,2
大眾傳播,2
大數據,2
大學寫作,2
小吃設計與製作,2
小樣本學習理論,2
川菜,2
工作流程管理,2
工商心理學,2
工程科學,2
工程測量,2
工業,2
工業關係,2
工廠管理,2
不動產市場研究,2
不動產投資分析,2
不動產投資與市場分析,2
不動產法,2
不動產信託,2
不動產財務金融,2
不動產經濟等,2
不動產管理,2
不等式,2
中小企業,2
中小企業經營,2
中式麵食原料與製作原理,2
中式麵食製作,2
中西式烘焙食品製作,2
中西式餐點製作,2
中西式點心製作,2
中英翻譯,2
中級會計,2
中國文化史,2
中國古典文學,2
中國近代史,2
中國現代文學,2
中餐烹調實務與實習,2
中醫學,2
互動式網頁設計,2
內外科護理,2
內部稽核,2
公司理財專題研討,2
公平交易法,2
公共事務管理,2
公共管理,2
公關,2
公關管理,2
分析化學,2
分散式處理,2
分散式資訊系統,2
心理輔導,2
心理衛生,2
戶外冒險教育,2
文化產業,2
文化創意產業概論,2
文件探勘,2
文法,2
文創行銷,2
文創管理,2
日文寫作,2
日本文學,2
日本產業,2
日本語,2
日本語文,2
日式飲食文化,2
日語教育,2
木材加工,2
水上活動,2
水上救生,2
水上運動,2
水利工程,2
水域休閒,2
水域活動,2
水道測量,2
功能性體適能活動設計,2
加工食品概論,2
包裝設計,2
古典詩詞,2
古典戲曲,2
古蹟導覽,2
可靠度管理,2
台式料理,2
台灣歷史與文化,2
史記,2
外科,2
外國語文能力應用,2
外語領隊,2
外語導遊,2
市場開發,2
市場調查與分析,2
市場調查與資料分析,2
平行演算法,2
平行與分散式處理,2
幼兒活動設計,2
本體論,2
民商法,2
民宿管理,2
民意調查,2
民營化,2
永續旅遊,2
永續經營,2
永續運輸,2
生物醫學統計,2
生活美學,2
生活應用科學,2
生涯規劃與發展,2
生產力與效率,2
生產存貨模式,2
生產自動化,2
生產計畫與排程,2
生產排程之規劃,2
生產與服務系統規劃,2
目標管理,2
交通工程與控制,2
交通控制,2
仿生系統,2
企業內部管理,2
企業文化,2
企業改造,2
企業決策分析,2
企業系統模擬,2
企業法律,2
企業個案分析,2
企業倫理與社會責任,2
