Var1,Freq
影像處理,122
資訊安全,89
嵌入式系統,82
軟體工程,78
無線網路,72
程式設計,65
資料探勘,65
人工智慧,63
電腦網路,59
演算法,56
網路安全,48
行動計算,47
電腦視覺,47
資料庫系統,46
機器學習,44
作業系統,43
資訊工程,39
生物資訊,38
圖形識別,35
計算機結構,34
電子商務,32
類神經網路,32
多媒體系統,31
計算機網路,31
雲端運算,30
資料庫,30
程式語言,29
數位學習,29
無線感測網路,28
密碼學,26
無線通訊,24
物聯網,23
自然語言處理,22
雲端計算,22
資訊隱藏,21
分散式系統,19
虛擬實境,19
嵌入式系統設計,18
資訊管理,18
演算法與計算理論,18
數位系統設計,18
數位訊號處理,18
訊號處理,17
電腦圖學,17
數位信號處理,17
多媒體通訊,16
平行處理,15
計算機圖學,15
資料結構,15
資訊檢索,15
平行計算,14
平行與分散處理,14
多媒體網路,14
多媒體應用,14
計算機視覺,14
資料壓縮,14
網頁設計,14
網路管理,14
計算機概論,13
資訊科學,13
數位影像處理,13
資料庫系統與資料安全,12
電腦繪圖,12
數值分析,12
人工智慧與專家系統,11
人機介面,11
工程數學,11
行動通訊,11
知識管理,11
智慧型系統,11
無線通訊網路,11
圖論,11
分散式計算,10
自動控制,10
容錯計算,10
資訊教育,10
電子電路,10
電腦動畫,10
生醫訊號處理,9
計算理論,9
微處理機,9
資料挖掘,9
圖形理論,9
數位浮水印,9
線性代數,9
編碼理論,9
離散數學,9
多媒體,8
多媒體訊號處理,8
行動網路,8
系統分析與設計,8
專家系統,8
通訊系統,8
微積分,8
演算法設計與分析,8
網際網路,8
模糊理論,8
學習科技,8
醫學影像處理,8
VLSI設計,7
多媒體設計,7
物件導向程式設計,7
軟體測試,7
嵌入式系統應用,7
晶片設計,7
智慧型控制,7
視訊處理,7
超大型積體電路設計,7
微處理機原理與應用,7
資訊工程—計算機網路,7
圖型識別,7
網路,7
網路程式設計,7
積體電路與系統,7
人機互動,6
手機程式設計,6
信號處理,6
科學計算,6
高速網路,6
專案管理,6
連結網路,6
智慧型計算,6
程式語言與編譯系統,6
感測網路,6
資料分析,6
資料倉儲,6
電子商務安全,6
電機工程,6
圖形辨識,6
網際網路應用,6
影像與視訊處理,6
數位通訊,6
醫學資訊,6
E-learning,5
巨量資料分析,5
多媒體處理,5
多媒體資訊系統,5
行動通訊網路,5
即時系統,5
系統分析,5
系統程式,5
英語教學,5
計算生物學,5
計算機系統,5
通訊網路,5
普及計算,5
無線網際網路,5
量子計算,5
微處理機應用,5
資料庫管理,5
資訊系統,5
資訊擷取,5
電子電路設計,5
電子學,5
電腦輔助教學,5
演化式計算,5
管理資訊系統,5
網路技術,5
網路通訊,5
語音處理,5
寬頻網路,5
影像壓縮,5
數位系統,5
應用數學,5
醫學影像,5
FPGA實務,4
VLSI,4
Web技術,4
大數據分析,4
介面技術,4
平行與分散式計算,4
同儕計算,4
多媒體安全,4
多媒體技術,4
多媒體資料庫,4
多媒體資訊檢索,4
系統效率評估,4
系統晶片設計,4
系統整合,4
物件導向分析與設計,4
物件導向軟體工程,4
物理,4
計算機組織,4
計算機演算法,4
計算機輔助設計,4
音訊處理,4
密碼技術,4
軟式計算,4
資訊,4
資訊技術,4
圖訊識別,4
網頁技術,4
網路工程,4
網路多媒體,4
網路通訊協定,4
網際網路技術,4
語音信號處理,4
語音辨識,4
數位典藏,4
數位電路設計,4
數學,4
擴增實境,4
RFID,3
XML技術,3
人機介面設計,3
文字探勘,3
巨量資料,3
巨量資料探勘,3
生物計算,3
生物辨識,3
企業管理,3
同儕網路,3
多媒體檢索,3
自我穩定演算法,3
行動裝置程式設計,3
行動資訊系統,3
行動運算,3
系統設計,3
車載網路,3
服務導向計算,3
泛函分析,3
物件導向技術,3
物件導向設計,3
物聯網技術,3
知識工程,3
社群網路,3
空間資訊,3
計算流體力學,3
計算幾何,3
訊號分析,3
陣列訊號處理,3
彩色影像處理,3
排隊理論,3
控制系統,3
深度學習,3
軟體定義網路,3
軟體設計,3
通訊協定,3
創意思考,3
單晶片系統應用,3
單晶片控制,3
單晶片應用,3
普及運算,3
智慧家庭,3
最佳化演算法,3
無線射頻辨識,3
無線網路應用,3
超大型積體電路,3
微處理機控制,3
微算機原理與應用,3
資料庫系統設計,3
資料庫設計,3
資料庫管理系統,3
資料庫應用,3
資料處理,3
資訊系統開發,3
資訊科學與工程,3
資訊網路,3
遊戲程式設計,3
電力電子,3
電子電機工程,3
電子電機工程—電腦網路,3
電腦軟體應用,3
電腦對局,3
電路學,3
演化計算,3
演算法設計,3
網路協定,3
網路效能評估,3
網路探勘,3
網路最佳化,3
網路電話,3
語音訊號處理,3
寫作技巧,3
影像/視訊處理,3
影像視訊處理,3
數位內容,3
數位學習科技,3
數位邏輯,3
數位邏輯設計,3
數值方法,3
模糊系統,3
機率,3
機率與統計,3
機電整合,3
機器人學,3
積體電路,3
積體電路設計,3
隨意網路,3
類比積體電路設計,3
ASP,2
Computational Intelligence,2
Data Mining,2
ios app開發,2
linux,2
VLSI架構設計,2
VLSI設計自動化,2
VLSI電腦輔助設計,2
Web,2
XML,2
人工智慧概論,2
大數據,2
大數據分析技術,2
小波轉換,2
工業,2
