R_stu,I_stu,A_stu,S_stu,E_stu,C_stu,R_voc,I_voc,A_voc,S_voc,E_voc,C_,Hitrate,Firstcodepercentage,Twocodespercentage,Decliningrate,Delayrate,StudySuspensionrate,TotalSuspensionrate,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_bachelor,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,salary_mas_vs_bach,emplorate_mas_vs_bach
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.155626955,0.066666667,0.022556391,0.046365915,0.060377358,0.060377358,0.026415094,46158,30649,0.9365,0.8898,0.0182,-2168.33,0.0426,2142,1.506019772,1.052483704
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,0.129003819,0.040145985,0.028938907,0.056270096,0.051446945,0.049839228,0.030546624,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,0.120098949,0.03875969,0.027880165,0.045827619,0.055646481,0.055646481,0.026186579,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.060720392,0.06402439,0.026388889,0.068055556,0.07122093,0.07122093,0.037790698,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.125930762,0.061538462,0.018666667,0.037333333,0.043478261,0.043478261,0.032608696,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,,0.121212121,0.042410714,0.082589286,0.133928571,0.133928571,0.098214286,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,-0.008316036,0.10106383,0.015075377,0.041457286,0.048994975,0.048994975,0.022613065,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,,0.166666667,0.058823529,0.147058824,0.117647059,0.117647059,0.029411765,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.151777678,0.084033613,0.020467836,0.048732943,0.040935673,0.040935673,0.018518519,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,0.078692681,0.05380334,0.017857143,0.042857143,0.044343891,0.044343891,0.014479638,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,0.296595826,0.039087948,0.013513514,0.031081081,0.033783784,0.033783784,0.016216216,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,-0.015200793,0.01986755,0,0.020833333,0.048611111,0.048611111,0.027777778,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
1,1,0,0,0,1,0,0,1,1,0,0,1,0.44,0.33,-0.09729363,0.011494253,0.029761905,0.10515873,0.043181818,0.043181818,0.015909091,73629,29759,0.9299,0.8256,-0.0038,-11749.6,-0.0008,7868,2.47417588,1.126332364
1,1,0,0,0,0,1,1,0,1,0,0,5,0.5,0.5,-0.007659879,0.001644737,0.009121061,0.024875622,0.024469821,0.024469821,0.003262643,74589,61496,0.7978,0.8257,0.0032,3072.5,-0.0185,4162,1.212908157,0.966210488
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.25,-0.184204161,0.022857143,0.042424242,0.087878788,0.054662379,0.054662379,0.038585209,39621,28972,0.9083,0.8297,0.0179,-5907.25,-0.0086,3662,1.367561784,1.094733036
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.33,-0.213282865,0.043478261,0.022567671,0.050881001,0.031700288,0.028818444,0.020172911,45058,27249,0.8708,0.6154,0.0332,-1957.5,0.0891,3895,1.653565268,1.415014625
0,1,1,1,0,0,0,1,0,1,0,0,5,1,0.67,0.001572327,0.022988506,0.018324607,0.04973822,0.038961039,0.032467532,0.016233766,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,0.019142646,0.028409091,0.020467836,0.040935673,0.023622047,0.023622047,0.011811024,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
0,0,0,0,0,0,0,1,0,0,0,1,4,0.75,0.25,-0.097667764,0.018587361,0.025773354,0.062822071,0.033185841,0.033185841,0.019911504,53560,49218,0.949,0.8689,0.0266,3097.25,0.0374,3904,1.088219757,1.092185522
1,1,1,1,0,0,1,0,0,1,0,0,4,0.4,0.4,-0.1173727,0.056478405,0.040472195,0.090708065,0.039215686,0.034858388,0.004357298,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,-0.010926541,0.038461538,0.046080405,0.114145613,0.08839779,0.08839779,0.016574586,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
0,0,0,1,1,1,0,1,0,1,1,1,5,0.5,0.25,-0.17124183,0.010135135,0.030821918,0.061643836,0.032128514,0.030120482,0.010040161,52982,29212,0.9353,0.8844,0.0117,-394,-0.0045,1846,1.813706696,1.057553143
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,-0.049032786,0.017467249,0.027196653,0.058577406,0.046025105,0.033472803,0.0041841,47556,32770,0.9697,0.91,-0.0026,2042.25,0.0043,2519,1.451205371,1.065604396
1,1,0,0,0,1,1,1,0,1,0,1,5,0.5,0.17,-0.02045946,0.013452915,0.022836538,0.047275641,0.02006689,0.02006689,0.013377926,51524,35602,0.917,0.8392,0.0083,-1357.83,0.0083,3186,1.447222066,1.09270734
0,1,0,0,0,0,0,1,0,0,0,1,5,1,1,-0.033747599,0.029411765,0.040952381,0.122857143,0.057298772,0.054570259,0.030013643,53560,49218,0.949,0.8689,0.0266,3097.25,0.0374,3904,1.088219757,1.092185522
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.143423521,0.037037037,0.051300578,0.127890173,0.064798599,0.056042032,0.024518389,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,0,1,0,0,0,0,0,1,1,4,0.46,0.33,,0.047619048,0.052631579,0.342105263,0.090909091,0.073863636,0.022727273,42368,27967,0.9041,0.8566,-0.0166,-1985.5,-0.0059,2004,1.514928308,1.055451786
0,0,1,0,0,0,0,1,0,0,0,1,3,0.29,0.24,0.296470343,0.014814815,0.068914522,0.265823721,0.131578947,0.131578947,0.057017544,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.239264829,0.142857143,0.038837012,0.220500849,0.131034483,0.131034483,0.027586207,47058,27519,0.9091,0.8548,0.0495,-7753.5,-0.001,-1161,1.710018533,1.063523631
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.210598833,0.020942408,0.031707317,0.219512195,0.116477273,0.116477273,0.045454545,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.073870198,0.054545455,0.037373737,0.139393939,0.083247688,0.081192189,0.045220966,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.054490354,0.078335373,0.024089307,0.068155112,0.038508557,0.03606357,0.007334963,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
0,0,1,1,1,0,0,0,1,0,1,0,5,0.3,0.2,-0.007410188,0.047619048,0.025324537,0.066964602,0.018779343,0.016431925,0.002347418,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.09758302,0.074853801,0.047923323,0.134717785,0.046927374,0.04301676,0.012849162,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,0.16526358,0.054166667,0.022867738,0.06118665,0.036221591,0.034801136,0.011363636,47778,32551,0.8642,0.823,0.005,-571.5,0.0165,2697,1.467789008,1.050060753
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,0.030253046,0.098310292,0.031002923,0.06556458,0.025697504,0.024229075,0.002202643,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.045918356,0.062916358,0.032352941,0.088970588,0.034627093,0.0304414,0.006468798,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,1,1,1,0,0,0,0,5,0.4,0.3,-0.099583551,0.053333333,0.03411306,0.080896686,0.039840637,0.034860558,0.011952191,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.003179934,0.055502392,0.022342289,0.068273402,0.035561878,0.033665244,0.012328118,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,0,0,0,0,0,0,1,1,2,0.32,0.21,0.003115109,0.064356436,0.022167488,0.052545156,0.01511335,0.01511335,0.005877414,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,0,0,1,1,2,0.32,0.21,0.007252322,0.044404973,0.033391916,0.069420035,0.027580071,0.021352313,0.004448399,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.77,0.69,-0.114025511,0.088709677,0.05721393,0.114427861,0.064885496,0.063613232,0.010178117,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
0,0,0,0,1,1,0,0,0,0,1,1,6,0.77,0.62,-0.039878979,0.072687225,0.013651877,0.040102389,0.018953069,0.017148014,0.004512635,49272,33424,0.932,0.8935,0.0212,1860.5,-0.0047,5587,1.474150311,1.043088976
0,0,1,1,0,0,0,0,1,1,1,1,4,0.33,0.33,-0.00271502,0.072243346,0.027027027,0.067567568,0.028957529,0.028957529,0.00965251,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.074357199,0.092269327,0.035714286,0.101190476,0.038461538,0.032258065,0.013647643,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.11097622,0.062611807,0.04206418,0.104943625,0.03374778,0.031083481,0.011545293,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,1,1,0,0,0,0,4,0.4,0.4,-0.057124555,0.0642978,0.01507652,0.045300677,0.036264733,0.031731641,0.009066183,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,-0.021097046,0.026804124,0.017205422,0.047966632,0.03423913,0.031521739,0.00923913,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.043739617,0.029732408,0.019692603,0.054755043,0.028148148,0.024691358,0.01037037,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,0,0,0,1,1,0,1,0,1,2,0.33,0.33,-0.049327079,0.0272,0.031980211,0.087760911,0.036995516,0.029147982,0.006726457,52934,29565,0.9493,0.9024,-0.0013,410.33,0.017,3105,1.790427871,1.051972518
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,0.059023388,0.057312253,0.022093353,0.055936766,0.018587361,0.014869888,0.003717472,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
0,1,0,0,1,1,0,0,0,0,1,1,5,0.5,0.31,0.003130995,0.068376068,0.023509174,0.06766055,0.040428062,0.040428062,0.019619501,51856,32077,0.937,0.866,-0.0051,2340.75,0.0084,4356,1.616610032,1.081986143
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,-0.00711604,0.034712951,0.019607843,0.069281046,0.039726027,0.036986301,0.015753425,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,0.053098739,0.056899004,0.019540983,0.034581567,0.026437541,0.025776603,0.009914078,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.054284711,0.059,0.035362869,0.098418039,0.044322709,0.038346614,0.014940239,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.085185185,0.057057057,0.025297619,0.068452381,0.044642857,0.043154762,0.026785714,66738,27719,0.9667,0.8539,0.0056,-260,0.0132,4399,2.407662614,1.132099777
0,0,1,0,0,0,0,1,0,0,0,1,3,0.29,0.24,-0.155355405,0.01459854,0.021008403,0.058823529,0.011965812,0.011965812,0.001709402,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.06058087,0.046838407,0.023420479,0.058278867,0.027901786,0.026227679,0.006696429,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,1,0,0,1,0,0,0,0,1,1,4,0.33,0.17,-0.017605199,0.035573123,0.009416196,0.026365348,0.022547914,0.018038331,0.006764374,44304,32241,1,0.931,-0.0565,-87.25,0.0162,1758,1.374150926,1.074113856
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,-0.011567077,0.04389313,0.020979021,0.057692308,0.020104895,0.017482517,0.011363636,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.033538006,0.047528517,0.028570486,0.088673919,0.034697048,0.033143449,0.011393061,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.226809873,0.019693654,0.040307102,0.097888676,0.026026026,0.024024024,0.002002002,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.134205097,0.079365079,0.040772532,0.108369099,0.058823529,0.056603774,0.007769145,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.076103262,0.069373942,0.024166667,0.0525,0.04592721,0.044194107,0.008665511,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,1,1,0,0,5,0.36,0.27,-0.043926205,0.077922078,0.028409091,0.056818182,0.023121387,0.021194605,0.009633911,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
0,0,1,0,1,1,0,0,0,0,1,1,5,0.33,0.27,-0.024838666,0.009861933,0.036121673,0.057984791,0.019665683,0.019665683,0.005899705,39384,31038,0.9487,0.8384,0.057,901.5,0.0036,3557,1.268896192,1.131560115
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,0.007349814,0.02851711,0.038893994,0.06700361,0.037079954,0.037079954,0.002317497,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.03943401,0.047318612,0.064724919,0.095469256,0.066115702,0.06446281,0.026446281,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.045372607,0.032374101,0.016804299,0.024686698,0.029494382,0.029494382,0.007022472,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
1,1,0,0,0,1,1,1,0,0,0,0,5,0.4,0.3,-0.075016722,0.019184652,0.01993865,0.02607362,0.016149068,0.016149068,0.004968944,39669,30866,0.8633,0.8438,0.0163,4005.67,0.0371,5015,1.285200544,1.023109742
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.009034034,0.025229358,0.015452539,0.024282561,0.019955654,0.019955654,0.005543237,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.020656228,0.038284839,0.017804154,0.03189911,0.017692308,0.017692308,0.003846154,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,-0.081896504,0.013015184,0.020299145,0.028846154,0.02283105,0.02283105,0.005707763,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.00021628,0.035433071,0.022267206,0.036437247,0.026213592,0.026213592,0.006796117,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,1,1,0,0,0,0,1,1,6,0.77,0.62,-0.081657113,0.031380753,0.012371134,0.022680412,0.021691974,0.020607375,0.00867679,49272,33424,0.932,0.8935,0.0212,1860.5,-0.0047,5587,1.474150311,1.043088976
0,0,0,0,0,0,1,1,0,0,0,0,4,0.4,0.4,-0.055303276,0.03047619,0.027143935,0.040328519,0.022292994,0.022292994,0.002123142,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,0.023305375,0.031887755,0.020460358,0.030051151,0.015052356,0.015052356,0.003272251,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
1,0,0,0,1,1,0,0,0,0,1,1,5,0.71,0.71,-0.014850708,0.026804124,0.013539845,0.02295206,0.019354839,0.019354839,0.006451613,44760,32274,0.9412,0.8835,0.0913,-4340.8,-0.0179,-553,1.386874884,1.065308432
0,1,0,0,1,1,0,0,0,0,1,1,5,0.5,0.31,-0.062716113,0.024038462,0.030801082,0.050357022,0.022321429,0.022321429,0.010044643,51856,32077,0.937,0.866,-0.0051,2340.75,0.0084,4356,1.616610032,1.081986143
1,1,0,0,0,0,1,1,0,0,0,0,6,0.71,0.71,-0.05302847,0.040899796,0.033333333,0.052688172,0.03043022,0.03043022,0.006295908,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,0,1,1,1,1,1,1,1,1,3,0.6,0.2,-0.011633053,0.01980198,0.023234201,0.036245353,0.020512821,0.019487179,0.007179487,39384,31038,0.9487,0.8384,0.057,901.5,0.0036,3557,1.268896192,1.131560115
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,0.035749135,0.014723926,0.013324873,0.020304569,0.011435832,0.010800508,0.005082592,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,0.009502769,0.036437247,0.022001408,0.033986175,0.033033033,0.032032032,0.011011011,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.047695629,0.046052632,0.043022036,0.064533054,0.038693467,0.038190955,0.007035176,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.065438961,0.028933092,0.025846702,0.040106952,0.038385827,0.038385827,0.008858268,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.07889287,0.02905569,0.030385784,0.0395113,0.03680203,0.03680203,0.005076142,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.062438248,0.024608501,0.029071177,0.050389729,0.03712036,0.035995501,0.010123735,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,-0.054232804,0.039447732,0.031190926,0.051984877,0.030837004,0.029735683,0.005506608,42519,28419,1,0.8706,0.0343,-8047.58,0.0091,4618,1.496146944,1.148633127
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,0.329861111,0.073033708,0.045720211,0.095248869,0.064159292,0.057522124,0.037610619,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,1,0,0,0,0,0,1,0,1,0,5,0.5,0.2,0.573682095,0.083076923,0.043478261,0.10741688,0.056994819,0.055699482,0.037564767,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.454166667,0.084615385,0.035087719,0.102339181,0.081168831,0.077922078,0.042207792,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.356296296,0.055837563,0.028195489,0.07518797,0.068965517,0.061302682,0.04789272,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.016426726,0.124423963,0.052863436,0.13876652,0.048837209,0.044186047,0.018604651,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
0,0,1,1,0,0,1,0,1,0,0,0,4,0.5,0.4,0.01407352,0.060693642,0.038567493,0.08953168,0.046153846,0.043356643,0.015384615,42788,29187,0.8111,0.7804,-0.0193,-415.5,0.0161,1938,1.465995135,1.039338801
0,0,1,1,0,0,0,0,1,1,0,0,6,0.64,0.36,-0.010319353,0.057471264,0.027624309,0.143646409,0.119402985,0.115671642,0.063432836,55445,35148,0.8462,0.8071,-0.0214,4103.5,0.0025,2730,1.577472402,1.04844505
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.37968254,0.031055901,0.037472501,0.098293679,0.102083333,0.1,0.05625,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.154921618,0.05,0.017241379,0.090517241,0.072916667,0.072916667,0.052083333,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.539138778,0.043165468,0.04065808,0.110315345,0.044728435,0.044728435,0.009584665,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,0,0,0,0,1,1,0,0,0,0,4,0.38,0.31,0.809803597,0.090909091,0.023316062,0.046632124,0.124352332,0.124352332,0.119170984,38242,31147,0.96,0.9362,-0.0497,4869.33,-0.0048,5984,1.227790798,1.025421918
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,0.490939556,0.079545455,0.016203704,0.069444444,0.051401869,0.049065421,0.03271028,47778,32551,0.8642,0.823,0.005,-571.5,0.0165,2697,1.467789008,1.050060753
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.296535485,0.098484848,0.039583555,0.114046122,0.054716981,0.053773585,0.014150943,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,0,0,0,0,0,0,0,1,1,4,0.43,0.43,0.304511278,0.081818182,0.018018018,0.05977131,0.093023256,0.086378738,0.023255814,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,1,1,1,1,0,0,0,0,1,1,4,0.36,0.21,-0.02990346,0.049046322,0.041639799,0.106940438,0.06004902,0.056372549,0.026960784,74074,34554,0.8597,0.6386,0.0225,-59,0.024,4410,2.143717081,1.34622612
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,0.232676673,0.074561404,0.019077732,0.050252238,0.052631579,0.046315789,0.012631579,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
0,0,0,1,1,1,0,1,0,1,1,1,5,0.5,0.25,0.395400895,0.035087719,0.013986014,0.059440559,0.027972028,0.020979021,0.017482517,52982,29212,0.9353,0.8844,0.0117,-394,-0.0045,1846,1.813706696,1.057553143
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.107037178,0.026378897,0.018635112,0.05838364,0.06573957,0.064475348,0.03034134,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,0.142310905,0.047945205,0.029220779,0.055194805,0.061688312,0.061688312,0.038961039,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,0,0,1,0,0,1,0,0,4,0.5,0.25,0.568837186,0.056338028,0.023049645,0.065602837,0.053191489,0.053191489,0.028368794,70153,32475,0.9167,0.8772,0.0504,3050.33,-0.023,3105,2.16021555,1.04502964
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,-0.002389667,0.066852368,0.021167883,0.075912409,0.056910569,0.051736881,0.019216556,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.188494878,0.077625571,0.027421709,0.077819798,0.049145299,0.042735043,0.025641026,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.001122334,0.059006211,0.011267606,0.028169014,0.043478261,0.043478261,0.022440393,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
0,0,1,1,1,0,0,0,1,0,1,0,5,0.3,0.2,0.013865808,0.058823529,0.023685039,0.131614173,0.053830228,0.051759834,0.019668737,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
