types,Set,Sch_code,SCHOOL,Dep_code,department,Sch_dep_code,Sch_dep,groupnumber,groupname,groupname_number,subgroupnumber,subgroupname,subgroupname_number,Numofstudents,Numofteachers,Numofgraduates,Country,System,Teacherstudentratio,NumberofFirstgrade,NumberofSecondgrade,NumberofThirdgrade,NumberofFourthgrade,Numberofseniorsandabove,Numberofdelaypeople,Decliningrate,Delayrate,numberofteachers,assistantproratio,lecturersandaboveratio,lecturersandaboverationum,lecturersandabovenum,Pro_vs_AssociateProfessorandLecturer,Averagehoursperweek_rofessors,Averagehoursperweek_associateprofessor,Averagehoursperweek_assistantprofessors,Averagehoursperweek_lecturers,Averagehoursperweek_otherteachers,Graduationscore,Professionalcreditratio,General_commoncreditratio,Graduationprofessionalscore,GraduationGeneralCommonAcademicScores,Graduationinternshipscore,Graduationothergraduationscores,Collegestudentinterestcode,interestcodeR_stu,interestcodeI_stu,interestcodeA_stu,interestcodeS_stu,interestcodeE_stu,interestcodeC_stu,Hollandcode_two,interestcodeR_voc,interestcodeI_voc,interestcodeA_voc,interestcodeS_voc,interestcodeE_voc,interestcodeC_,Hitrate,Hollandcodefirst,Firstcodepercentage,Twocodespercentage,StudySuspensionrate,TotalSuspensionrate,Suspension_academic_interest,studentinSuspension,Suspension_semester,Suspension_semester_academic,Suspension_semester_interest,Suspension_semesterend,Suspension_semesterendr_academic,Suspension_semesterend_interest,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,studentindropouts,dropouts,dropouts_academic,dropouts_interest,dropouts_overdue,dropouts_suspension,salaryafter3yr_99schyr_master,salaryafter3yr_99schyr_inservicemaster,salaryafter3yr_99schyr_bachelor,salaryafter3yr_99schyr_academicyear,salaryafter3yr_99schyr_dayspecialist,salaryafter3yr_99schyr_trainingspecialist,salaryafter4yr_99schyr_master,salaryafter4yr_99schyr_inservicemaster,salaryafter4yr_99schyr_bachelor,salaryafter4yr_99schyr_academicyear,salaryafter4yr_99schyr_dayspecialist,salaryafter4yr_99schyr_trainingspecialist,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_inservicemaster,salaryafter3yr_00schyr_bachelor,salaryafter3yr_00schyr_academicyear,salaryafter3yr_00schyr_dayspecialist,salaryafter3yr_00schyr_trainingspecialist,emplorateafter3yr_99schyr_master,emplorateafter3yr_99schyr_inservicemaster,emplorateafter3yr_99schyr_bachelor,emplorateafter3yr_99schyr_academicyear,emplorateafter3yr_99schyr_dayspecialist,emplorateafter3yr_99schyr_trainingspecialist,emplorateafter4yr_99schyr_master,emplorateafter4yr_99schyr_inservicemaster,emplorateafter4yr_99schyr_bachelor,emplorateafter4yr_99schyr_academicyear,emplorateafter4yr_99schyr_dayspecialist,emplorateafter4yr_99schyr_trainingspecialist,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_inservicemaster,emplorateafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_academicyear,emplorateafter3yr_00schyr_dayspecialist,emplorateafter3yr_00schyr_trainingspecialist,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,Holland_1_code,salary_mas_vs_bach,emplorate_mas_vs_bach
general,public,8,National Central University,4121024,Finance and Finance,804121024,Finance and Finance of National Central University,17,Finance and Economics,17.Finance and Economics,116,Finance and Finance,116.Finance and Finance,393,13,112,03 Taoyuan City,general,0.0331,122,118,72,70,3,8,-0.150131724,0.020356234,13,1,1,13,13,1.581333333,5.86,5,6.5,0,0,114,0.877192982,0.122807018,100,14,0,0,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.018324607,0.041884817,0.010471204,764,14,3,1,32,6,2,0.011278195,0.011278195,0.003759398,266,3,0,1,1,1,49.353,88.168,32.166,36.617,22.887,34.905,57.129,93.077,35.652,38.887,26.317,38.813,47.774,88.512,32.461,34.283,25.377,50.78,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2.51517,0.0345,4.297,C,1.471735313,1.060832203
general,public,8,National Central University,7141060,Communication Engineering,807141060,Communication Engineering of National Central University,2,Engineering,2.Engineering,5,Communication Engineering,5.Communication Engineering,444,14,100,03 Taoyuan City,general,0.0315,133,122,90,75,14,10,-0.170556172,0.022522523,14,1,1,14,14,1.545882353,5.21,6.93,7.5,0,0,132,0.734848485,0.189393939,97,25,0,10,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.71,0.71,0.04076087,0.123641304,0.024456522,736,30,8,0,91,17,1,0.037891269,0.036243822,0.006589786,607,23,1,4,6,11,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,8,National Central University,3111013,Economics,803111013,Economics of National Central University,17,Finance and Economics,17.Finance and Economics,120,Economics,120.Economics,305,12,78,03 Taoyuan City,general,0.0393,72,74,74,67,3,15,-0.022272272,0.049180328,14,0.857142857,0.857142857,12,12,1.989333333,5.25,8.67,6.5,0,0,111,0.693693694,0.126126126,77,14,0,20,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,EI,0.36,0.36,0.02233677,0.032646048,0.015463918,582,13,6,1,19,7,2,0.01734104,0.011560694,0,173,3,1,0,0,1,45.02,73.259,34.767,34.288,,,50.19,78.667,39.562,35.613,,,47.891,81.947,35.605,34.11,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3.05475,0.0033,4.175,E,1.345063896,1.073939109
general,public,8,National Central University,6131059,Information Engineering,806131059,Information Engineering of National Central University,1,Information,1.Information,1,Information Engineering,1.Information Engineering,927,27,265,03 Taoyuan City,general,0.0291,295,291,166,135,32,8,-0.209953192,0.008629989,27,1,1,27,27,2.011034483,7.25,6.33,6.25,0,0,128,0.6328125,0.1953125,81,25,0,22,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.026572668,0.063449024,0.01681128,1844,49,17,1,117,28,3,0.018080668,0.015994437,0.001390821,1438,26,4,2,8,9,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,8,National Central University,6131053,Information Management,806131053,Information Management of National Central University,16,Management,16.Management,105,Information Management,105.Information Management,629,20,163,03 Taoyuan City,general,0.0318,195,197,100,105,12,20,-0.144043126,0.031796502,20,1,1,20,20,1.662222222,6.46,7.5,8,0,0,153,0.549019608,0.281045752,84,43,0,26,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.027240773,0.054481547,0.023725835,1138,31,14,1,62,21,6,0.025477707,0.024203822,0.002547771,785,20,4,2,1,12,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
general,public,8,National Central University,7141055,Electrical Engineering,807141055,Electrical Engineering of National Central University,2,Engineering,2.Engineering,2,Electrical Engineering,2.Electrical Engineering,769,35,218,03 Taoyuan City,general,0.0455,226,241,154,115,26,7,-0.182623641,0.009102731,35,0.971428571,1,34,35,0.5875,5.25,5.5,7,12,0,132,0.734848485,0.189393939,97,25,0,10,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.027659574,0.081560284,0.025531915,1410,39,18,1,115,30,6,0.025380711,0.023205221,0.005076142,1379,35,7,7,1,17,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,8,National Central University,7151064,Mechanical Engineering,807151064,Mechanical Engineering of National Central University,2,Engineering,2.Engineering,6,Mechanical Engineering,6.Mechanical Engineering,1098,38,271,03 Taoyuan City,general,0.0346,323,321,220,171,37,26,-0.181186989,0.023679417,38,1,1,38,38,2.058461538,5.45,6.93,5.5,0,0,129,0.798449612,0.108527132,103,14,0,6,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.036678964,0.083178786,0.02855783,2101,77,28,6,175,53,7,0.02720403,0.025692695,0.002015113,1985,54,13,4,14,20,49.611,77.363,31.686,32.517,26.761,41.208,60.403,83.51,37.129,35.704,30.302,43.255,52.645,71.059,32.01,32.955,28.949,38.042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-0.581,0.0112,5.193,I,1.644642299,1.057847583
general,public,13,National Chung Cheng University,2322011,Chinese Literature,1302322011,Chinese Literature of National Chung Cheng University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",84,Chinese Language and Literature,84.Chinese Language and Literature,249,17,58,10 Chiayi County,general,0.0683,65,57,48,54,13,12,-0.051990553,0.048192771,17,1,1,17,17,1.75625,5.38,7.67,7,0,0,128,0.5859375,0.21875,75,28,0,25,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.07480315,0.155511811,0.015748031,508,38,0,3,79,0,8,0.055970149,0.055970149,0.007462687,268,15,4,2,0,9,52.56,80.014,31.029,30.97,,,55.031,81.433,33.926,33.393,,,55.646,78.315,32.146,29.771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,0.32625,0.0154,2.303,A,1.731039632,1.036524084
general,public,13,National Chung Cheng University,7111061,Chemical Engineering,1307111061,Chemical Engineering of National Chung Cheng University,2,Engineering,2.Engineering,10,Chemical Engineering,10.Chemical Engineering,310,13,88,10 Chiayi County,general,0.0419,96,99,54,48,3,10,-0.178135522,0.032258065,13,0.923076923,1,12,13,1.5,8,6,0,9,0,142,0.746478873,0.197183099,106,28,0,8,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,0.017628205,0.038461538,0.016025641,624,11,1,3,24,2,8,0.027896996,0.027896996,0.006437768,466,13,3,3,1,6,50.853,58.101,33.872,34.071,27.195,29.845,61.357,63.33,39.091,37.518,29.658,26.175,54.061,63.339,35.251,33.115,25.58,,0.9567,0.9552,0.8894,0.9269,0.6216,0.6,0.964,0.9853,0.9072,0.9236,0.7045,0.8,0.9551,0.9863,0.8842,0.9267,0.4118,,-0.0079,3.2797,0.0558,3.865,I,1.533601884,1.080185478
general,public,13,National Chung Cheng University,5311045,Chemistry and Biochemistry,1305311045,Chemistry and Biochemistry of National Chung Cheng University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",16,Chemistry,16.Chemistry,320,17,88,10 Chiayi County,general,0.0531,99,102,62,45,5,7,-0.212015794,0.021875,17,1,1,17,17,1.587058824,5.86,6.63,7.5,0,0,128,0.546875,0.21875,70,28,0,30,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.028571429,0.071428571,0.031746032,630,18,5,1,45,8,12,0.04851752,0.04851752,0.029649596,371,18,2,11,2,3,52.891,52.51,33.991,30.158,,,63.253,54.688,38.295,33.707,,,56.995,74.99,34.438,33.117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7.4975,0.0083,5.098,I,1.655003194,1.175353142
general,public,13,National Chung Cheng University,3131019,Psychology,1303131019,Psychology of National Chung Cheng University,10,Social and Psychology,10.Social and Psychology,66,Psychology,66.Psychology,331,19,64,10 Chiayi County,general,0.0574,72,85,82,76,3,13,0.024030235,0.039274924,19,1,1,19,19,1.540869565,7.64,9.08,10.5,0,0,128,0.5,0.21875,64,28,0,36,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,0.042721519,0.077531646,0.007911392,632,27,1,0,49,3,2,0.019417476,0.01618123,0.003236246,309,6,0,1,0,4,50.558,73.721,32.759,31.822,,,53.41,74.564,35.705,30.571,,,51.172,77.207,32.392,32.644,,,0.9362,0.9697,0.809,0.8235,,,0.9333,0.9798,0.836,0.8676,,,0.9478,1,0.8054,0.8485,,,-0.0158,1.13875,0.0196,1.348,S,1.579772783,1.176806556
general,public,13,National Chung Cheng University,2311012,Foreign Languages and Literature,1302311012,Foreign Languages and Literature of National Chung Cheng University,12,Foreign Languages,12.Foreign Languages,79,English Literature,79.English Literature,279,17,70,10 Chiayi County,general,0.0609,70,63,67,60,5,14,-0.046995183,0.050179211,17,1,1,17,17,1.745555556,6,8.71,8,0,0,128,0.6328125,0.3671875,81,47,0,0,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.062102473,0.115371025,0.008880995,563,35,1,0,65,2,3,0.027253669,0.025157233,0.004192872,477,13,3,2,0,7,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,public,13,National Chung Cheng University,3199026,Crime Prevention,1303199026,Crime Prevention of National Chung Cheng University,10,Social and Psychology,10.Social and Psychology,73,Crime Prevention,73.Crime Prevention,354,12,73,10 Chiayi County,general,0.0339,91,93,83,59,26,2,-0.124901829,0.005649718,12,1,1,12,12,17.33,7.33,9,0,0,0,132,0.628787879,0.212121212,83,28,0,21,,0,0,0,0,0,0,EI,0,1,0,0,1,0,4,C,0.29,0.18,0.058753702,0.120974566,0,595,34,0,0,69,0,0,0.043659044,0.041580042,0.004158004,481,21,5,2,5,8,54.67,79.348,33.569,,,,59.356,80.983,36.354,,,,50.769,81.853,34.87,,,,0.9031,0.9193,0.8607,,,,0.9133,0.9141,0.9055,,,,0.9034,0.978,0.8677,,,,-0.022,-0.03167,0.0166,3.035,C,1.455950674,1.041143252
general,public,13,National Chung Cheng University,4131033,Business Administration,1304131033,Business Administration of National Chung Cheng University,16,Management,16.Management,102,Business Administration,102.Business Administration,593,18,191,10 Chiayi County,general,0.0304,189,182,114,91,12,5,-0.204139266,0.008431703,18,1,1,18,18,1.928888889,6.86,9.5,8,0,0,128,0.609375,0.21875,78,28,0,22,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.025790349,0.077371048,0.00249584,1202,31,1,0,93,1,2,0.03131524,0.030271399,0.004175365,958,30,9,4,2,14,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
general,public,13,National Chung Cheng University,5321047,Earth and Environmental Sciences,1305321047,Earth and Environmental Sciences of National Chung Cheng University,7,Earth and Environment,7.Earth and Environment,48,"Geology, Earth and Environmental Sciences","48.Geology, Earth and Environmental Sciences",215,16,64,10 Chiayi County,general,0.0744,64,60,47,44,2,3,-0.114332151,0.013953488,16,1,1,16,16,1.774117647,6.75,7.33,7.5,0,0,132,0.689393939,0.212121212,91,28,0,13,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,IRS,0.25,0.25,0.029448185,0.05222119,0.012383901,323,10,2,1,17,2,2,0.028871391,0.026246719,0.007874016,381,11,3,3,0,4,41.476,74,32.894,,,,45.207,73.696,36.935,,,,43.83,81.038,33.686,,,,0.9424,1,0.6792,,,,0.958,1,0.7778,,,,0.9632,1,0.791,,,,-0.0442,3.39467,0.0381,2.489,I,1.301134002,1.217699115
general,public,13,National Chung Cheng University,4211039,Law,1304211039,Law of National Chung Cheng University,15,Law and Politics,15.Law and Politics,98,Law,98.Law,803,23,157,10 Chiayi County,general,0.0286,203,184,180,173,58,5,-0.051408026,0.00622665,23,1,1,23,23,1.619534884,7.41,9,9.75,0,0,134,0.791044776,0.208955224,106,28,0,0,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,CE,0.36,0.21,0.107860732,0.226725964,0.006569343,1370,140,3,3,301,5,4,0.049009385,0.044838373,0.003128259,959,47,21,3,5,14,74.471,95.609,35.693,45.918,,,79.574,101.917,39.475,48.365,,,74.074,104.846,34.554,37.981,,,0.8735,0.9448,0.6427,0.773,,,0.8801,0.9034,0.7368,0.8098,,,0.8597,0.8944,0.6386,0.7514,,,0.0225,-0.059,0.024,4.41,C,2.143717081,1.34622612
general,public,13,National Chung Cheng University,5331067,Physics,1305331067,Physics of National Chung Cheng University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",17,Physics,17.Physics,270,21,77,10 Chiayi County,general,0.0778,75,64,53,49,10,19,-0.131337788,0.07037037,21,1,1,21,21,1.643598616,6.42,6.83,7.67,0,0,132,0.787878788,0.212121212,104,28,0,0,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.035019455,0.06614786,0.013618677,514,18,3,0,34,4,3,0.03202847,0.028469751,0.007117438,281,9,3,2,2,1,57.053,79.256,32.837,,,,70.06,83.133,38.149,,,,60.185,73.918,36.818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,0.59167,0.0165,7.399,I,1.634662393,1.207148552
general,public,13,National Chung Cheng University,9231063,Social Welfare,1309231063,Social Welfare of National Chung Cheng University,10,Social and Psychology,10.Social and Psychology,68,Social Work,68.Social Work,278,14,66,10 Chiayi County,general,0.0504,67,71,70,58,6,6,-0.041937195,0.021582734,14,0.928571429,1,13,14,0.988571429,7.17,9.13,7.5,9,0,130,0.707692308,0.215384615,92,28,0,10,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.038596491,0.089473684,0.010526316,570,22,0,2,51,0,6,0.029569892,0.029569892,0.01344086,372,11,2,5,2,2,47.057,62.76,33.049,35.006,,,49.602,67.49,35.184,35.673,,,47.556,70.088,32.77,35.627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2.04225,0.0043,2.519,S,1.451205371,1.065604396
general,public,13,National Chung Cheng University,3121018,Political Science,1303121018,Political Science of National Chung Cheng University,15,Law and Politics,15.Law and Politics,100,Political Science,100.Political Science,216,13,42,10 Chiayi County,general,0.0602,70,84,58,45,5,12,-0.11122058,0.055555556,13,1,1,13,13,1.853731343,9.36,8.27,9.05,0,0,129,0.627906977,0.217054264,81,28,0,20,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,0.046594982,0.111111111,0.005376344,558,26,0,2,62,0,3,0.040247678,0.040247678,0.003095975,323,13,4,1,1,7,44.335,86.562,35.703,,,,46.843,89.777,39.605,,,,48.173,87.201,36.402,,,,0.8356,0.9597,0.7845,,,,0.8562,0.9375,0.8431,,,,0.8182,0.89,0.7395,,,,0.044,1.72533,0.019,3.208,E,1.323361354,1.106423259
general,public,13,National Chung Cheng University,2231016,philosophy,1302231016,philosophy of National Chung Cheng University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",86,Philosophy,86.Philosophy,244,14,48,10 Chiayi County,general,0.0574,60,53,53,57,2,19,-0.013731656,0.077868852,14,1,1,14,14,1.494444444,5.2,7.25,8,0,0,128,0.4296875,0.21875,55,28,0,45,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,0.047340112,0.092340849,0.021459227,466,22,4,1,43,6,4,0.032258065,0.030107527,0.006451613,465,15,4,3,2,5,46.822,84.432,30.394,30.334,,,47.206,85.732,33.977,35.987,,,55.445,86.344,35.148,31.459,,,0.7879,0.8551,0.788,0.9259,,,0.7879,0.8261,0.8269,0.9259,,,0.8462,0.9322,0.8071,0.8571,,,-0.0214,4.1035,0.0025,2.73,S,1.577472402,1.04844505
general,public,13,National Chung Cheng University,4121034,Finance and Finance,1304121034,Finance and Finance of National Chung Cheng University,17,Finance and Economics,17.Finance and Economics,116,Finance and Finance,116.Finance and Finance,487,21,149,10 Chiayi County,general,0.0431,144,148,90,87,10,8,-0.132482482,0.016427105,21,1,1,21,21,1.733413752,5.64,7.73,7.29,0,0,133,0.789473684,0.210526316,105,28,0,0,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.024577798,0.054251351,0.001023541,977,24,1,0,53,1,0,0.026785714,0.024553571,0.011160714,448,12,1,5,0,5,49.353,88.168,32.166,36.617,22.887,34.905,57.129,93.077,35.652,38.887,26.317,38.813,47.774,88.512,32.461,34.283,25.377,50.78,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2.51517,0.0345,4.297,C,1.471735313,1.060832203
general,public,13,National Chung Cheng University,4212040,Finance and Law,1304212040,Finance and Law of National Chung Cheng University,15,Law and Politics,15.Law and Politics,99,Finance and Law,99.Finance and Law,357,10,85,10 Chiayi County,general,0.028,112,87,87,62,8,1,-0.170190203,0.00280112,10,1,1,10,10,2.214,9.64,11.5,9,0,0,136,0.727941176,0.272058824,99,37,0,0,ECS,0,0,0,1,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.33,0.053623188,0.107246377,0.007246377,690,37,2,1,74,2,3,0.040816327,0.040816327,0.004081633,245,10,3,1,0,6,59.542,83.224,28.534,55.133,,,67.615,87.386,31.419,56.668,,,61.495,90.761,29.722,55.25,,,0.8502,0.9538,0.7756,0.8551,,,0.8756,0.9077,0.8349,0.8841,,,0.8667,0.9153,0.7608,0.9,,,-0.002,2.69875,0.0169,4.164,C,2.069006123,1.139195584
general,public,13,National Chung Cheng University,7141056,Communication Engineering,1307141056,Communication Engineering of National Chung Cheng University,2,Engineering,2.Engineering,5,Communication Engineering,5.Communication Engineering,322,14,86,10 Chiayi County,general,0.0435,94,103,64,49,3,9,-0.172423699,0.027950311,14,1,1,14,14,1.987142857,6.08,6.83,6,0,0,134,0.671641791,0.208955224,90,28,0,16,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.71,0.71,0.035691323,0.082305994,0.005607477,535,19,1,1,44,2,1,0.033492823,0.031100478,0.004784689,418,14,1,2,4,6,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,13,National Chung Cheng University,3199025,Labor Relations,1303199025,Labor Relations of National Chung Cheng University,16,Management,16.Management,109,Labor Relations,109.Labor Relations,354,14,100,10 Chiayi County,general,0.0395,98,95,76,66,13,6,-0.120730397,0.016949153,14,1,1,14,14,2,8,8,7.5,0,0,130,0.623076923,0.215384615,81,28,2,19,,0,0,0,0,0,0,ES,0,0,0,1,1,0,4,E,0.36,0.36,0.057959281,0.112923491,0.00295858,676,37,0,1,75,0,2,0.03539823,0.03539823,0.004424779,226,8,5,1,0,2,54.67,79.348,33.569,,,,59.356,80.983,36.354,,,,50.769,81.853,34.87,,,,0.9031,0.9193,0.8607,,,,0.9133,0.9141,0.9055,,,,0.9034,0.978,0.8677,,,,-0.022,-0.03167,0.0166,3.035,E,1.455950674,1.041143252
general,public,13,National Chung Cheng University,4111032,Accounting and Information Technology,1304111032,Accounting and Information Technology of National Chung Cheng University,17,Finance and Economics,17.Finance and Economics,115,Accounting,115.Accounting,416,13,137,10 Chiayi County,general,0.0313,143,131,76,58,5,3,-0.246868506,0.007211538,13,1,1,13,13,2.305333333,7,9.29,6.5,0,0,129,0.782945736,0.217054264,101,28,0,0,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.048325123,0.101631773,0.003722084,806,39,1,1,82,1,2,0.030379747,0.025316456,0,395,12,1,0,0,9,45.472,79.675,32.899,33.585,23.763,35.634,51.767,84.151,35.913,35.978,27.437,37.257,45.863,79.468,33.294,34.862,23.827,39.398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,0.94733,0.036,3.579,C,1.377515468,1.032808543
general,public,13,National Chung Cheng University,3111017,Economics,1303111017,Economics of National Chung Cheng University,17,Finance and Economics,17.Finance and Economics,120,Economics,120.Economics,412,20,99,10 Chiayi County,general,0.0485,129,125,117,115,7,13,-0.037367256,0.031553398,20,1,1,20,20,1.912162162,7.28,8.7,7.88,0,0,128,0.609375,0.21875,78,28,0,22,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,EI,0.36,0.36,0.047244094,0.089566929,0.007874016,1016,48,3,3,91,3,5,0.026232949,0.026232949,0.00524659,953,25,6,5,2,12,45.02,73.259,34.767,34.288,,,50.19,78.667,39.562,35.613,,,47.891,81.947,35.605,34.11,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3.05475,0.0033,4.175,E,1.345063896,1.073939109
